UNITID,NPT4_PRIV,NPT4_PUB,TUITFTE,UG12MN
143613,NULL,2935,4012,3018
143659,NULL,NULL,22360,NULL
143695,14343,NULL,10971,14
143853,NULL,NULL,51661,NULL
143978,NULL,NULL,23081,NULL
144005,NULL,11365,9030,2438
144014,NULL,NULL,18364,NULL
144050,26160,NULL,28828,7091
144157,NULL,5792,854,5381
144166,NULL,3668,717,10347
144175,NULL,4838,934,4892
144184,NULL,4072,1901,13172
144193,NULL,3287,1193,11498
144209,NULL,3269,1320,12593
144218,NULL,3177,1388,16169
144281,30924,NULL,21504,7686
144351,16403,NULL,14756,1512
144485,18634,NULL,10629,820
144564,NULL,6061,2508,6124
144573,15505,NULL,12742,93
144740,28410,NULL,23261,17082
144795,13454,NULL,6516,362
144865,NULL,6569,3415,43669
144883,17683,NULL,11150,602
144892,NULL,13851,4340,6972
144944,NULL,4768,2975,15074
144962,21304,NULL,16568,3130
144971,20848,NULL,13367,655
145099,21529,NULL,8176,417
145239,14649,NULL,15096,666
145275,NULL,NULL,6959,NULL
145309,10604,NULL,9727,41
145336,NULL,17050,8161,4122
145354,NULL,NULL,14787,37
145372,20613,NULL,11636,1341
145406,23679,NULL,9045,464
145424,24120,NULL,8409,75
145433,17486,NULL,7250,117
145497,26191,NULL,13020,240
145521,NULL,6413,2935,3500
145558,NULL,NULL,36597,NULL
145600,NULL,13301,12143,21205
145619,24865,NULL,16199,3424
145628,NULL,NULL,42569,NULL
145637,NULL,17302,14691,35755
145646,28356,NULL,20874,1674
145682,NULL,9663,4029,12989
145691,16625,NULL,11456,978
145707,NULL,2456,1460,2016
145725,21917,NULL,20812,3129
145813,NULL,21301,10553,19739
145831,NULL,6233,3154,4898
145886,NULL,NULL,21371,NULL
146205,NULL,6658,1914,13682
146241,NULL,NULL,25427,NULL
146278,NULL,7308,4151,2838
146296,NULL,4688,3002,23177
146339,20498,NULL,10505,1277
146348,NULL,6247,3166,6689
146366,NULL,6490,2510,5647
146418,NULL,7173,3789,5116
146427,21359,NULL,16402,1396
146454,10120,NULL,11042,67
146472,NULL,4928,2625,23794
146481,24923,NULL,16942,1648
146490,NULL,NULL,25125,NULL
146506,NULL,4809,2402,14957
146533,NULL,NULL,20874,250
146603,NULL,5404,3530,9602
146612,18531,NULL,16271,5206
146667,17727,NULL,9222,492
146676,15393,NULL,8769,1403
146685,NULL,5994,4430,11135
146700,14101,NULL,10807,1132
146719,34024,NULL,24717,13247
146728,NULL,NULL,7880,NULL
146755,NULL,NULL,27354,288
146807,14142,NULL,11420,60
146816,14970,NULL,16063,433
146825,14719,NULL,11369,549
146977,NULL,NULL,3489,NULL
147004,NULL,6415,2901,10668
147013,19371,NULL,12058,2384
147031,NULL,NULL,12241,NULL
147129,30592,NULL,22116,770
147165,17286,NULL,14358,420
147244,20560,NULL,13477,2103
147341,17009,NULL,12151,1047
147369,19718,NULL,7415,3007
147378,NULL,5192,3051,23362
147396,19775,NULL,14090,113
147411,NULL,4342,1864,6254
147439,8615,NULL,6755,83
147536,14303,NULL,12147,3717
147590,NULL,NULL,21550,107
147642,5667,NULL,3347,63
147660,23599,NULL,16867,2932
147679,19707,NULL,17824,2195
147697,NULL,NULL,16756,NULL
147703,NULL,23140,6727,14730
147767,24840,NULL,30915,10066
147776,NULL,19287,8259,8562
147800,NULL,6993,3545,18251
147819,10767,NULL,12595,73
147828,20007,NULL,13125,3796
147916,NULL,9249,3975,12238
148007,NULL,8196,1896,8719
148016,NULL,NULL,6228,481
148098,14235,NULL,11342,61
148131,13869,NULL,8332,1216
148256,NULL,6169,1797,4908
148292,NULL,5269,1441,4159
148335,23010,NULL,17368,2200
148380,NULL,7842,2413,10387
148399,17288,NULL,11960,1015
148405,21436,NULL,15223,1163
148487,22702,NULL,19253,2880
148496,17806,NULL,17732,2301
148511,NULL,NULL,27640,123
148575,NULL,NULL,13485,495
148584,18355,NULL,13217,1834
148593,NULL,NULL,19467,121
148627,14643,NULL,17256,3237
148654,NULL,11205,7838,3322
148672,NULL,7717,2230,2830
148821,NULL,11415,1527,4209
148876,8702,NULL,10643,1800
148885,NULL,NULL,36653,NULL
148937,NULL,6449,1131,3912
148955,11057,NULL,8188,41
148982,NULL,NULL,12852,NULL
148991,NULL,9188,3892,2315
149028,NULL,NULL,23415,248
149204,10679,NULL,14043,64
149222,NULL,16843,9401,12170
149231,NULL,13532,8683,12972
149310,15430,NULL,10880,177
149329,4960,NULL,13258,67
149365,NULL,4671,429,9136
149499,12831,NULL,8933,22
149505,22970,NULL,14562,1448
149514,19530,NULL,10936,1077
149532,NULL,4675,2473,17777
149550,14221,NULL,8147,219
149639,22267,NULL,14222,136
149727,NULL,5631,2913,17229
149763,NULL,NULL,22437,961
149772,NULL,15970,7090,8599
149781,26180,NULL,20289,2473
149842,NULL,7382,4147,23618
150048,14535,NULL,11546,627
150066,23209,NULL,14605,1648
150136,NULL,15020,7723,19236
150145,19496,NULL,13280,1449
150163,35488,NULL,22282,4334
150172,10113,NULL,14185,730
150215,NULL,NULL,17387,NULL
150251,33029,NULL,12982,183
150288,NULL,NULL,3988,NULL
150303,16452,NULL,13398,386
150400,23873,NULL,17704,2185
150428,13633,NULL,15002,78
150437,9959,NULL,8759,54
150455,19478,NULL,11586,1092
150534,22661,NULL,14026,2746
150604,21563,NULL,13246,1042
150668,18164,NULL,14728,973
150677,20260,NULL,8479,1863
150756,21121,NULL,12231,1113
150765,18645,NULL,4475,82
150774,24666,NULL,13805,591
150853,14092,NULL,6495,172
150941,19938,NULL,12508,1245
150987,NULL,5955,2359,162762
151102,NULL,11404,6651,12228
151111,NULL,10987,11604,24944
151263,20261,NULL,14687,5017
151290,20285,NULL,6577,1592
151306,NULL,12827,5639,10873
151324,NULL,13119,5681,13390
151333,NULL,8805,6736,3453
151342,NULL,8859,6586,5747
151351,NULL,13428,18261,35008
151360,NULL,7665,6892,4613
151379,NULL,9517,6296,5782
151388,NULL,8875,7260,5148
151458,17718,NULL,11426,291
151467,15928,NULL,14360,397
151564,1381,NULL,3540,47
151607,15258,NULL,9773,179
151652,16195,NULL,9322,390
151661,20880,NULL,11265,1201
151777,17979,NULL,16126,1305
151786,19937,NULL,22016,3125
151801,19818,NULL,13968,2886
151810,14095,NULL,16467,365
151865,NULL,NULL,4886,NULL
151962,17737,NULL,7182,210
152044,7273,NULL,3993,84
152080,32096,NULL,24901,8744
152099,14850,NULL,23285,1414
152150,11153,NULL,9395,70
152275,14019,NULL,5404,288
152309,10941,NULL,6479,143
152318,38433,NULL,26939,2223
152336,17460,NULL,16278,2121
152381,16232,NULL,13270,774
152390,22200,NULL,18549,1608
152451,NULL,NULL,17854,NULL
152497,20028,NULL,5588,168
152530,24306,NULL,17410,2554
152567,24727,NULL,13730,4470
152600,21635,NULL,15375,3455
152628,9392,NULL,7810,46
152637,NULL,10929,2751,21692
152673,20549,NULL,14777,871
152798,NULL,NULL,20304,473
152992,18336,NULL,14028,1061
153001,20087,NULL,12782,2402
153074,9963,NULL,6194,263
153083,6991,NULL,6651,234
153108,21421,NULL,14664,1435
153126,23464,NULL,16303,817
153144,20349,NULL,12726,1440
153162,27204,NULL,16457,1058
153171,14467,NULL,9212,27
153214,NULL,10084,2733,36499
153241,10364,NULL,5527,61
153250,24513,NULL,14809,1599
153269,29046,NULL,21160,3389
153278,23759,NULL,18193,2148
153296,NULL,11143,4190,956
153302,15728,NULL,8058,276
153311,NULL,10378,2928,12855
153320,14623,NULL,7319,329
153339,6461,NULL,6614,37
153366,18693,NULL,13000,1624
153375,19121,NULL,13220,2037
153384,25358,NULL,20369,1774
153409,NULL,NULL,10545,173
153418,NULL,NULL,9477,633
153427,19686,NULL,7877,350
153445,NULL,11886,4379,7455
153463,10228,NULL,4184,37
153472,NULL,8203,4506,5154
153524,NULL,9469,4030,8114
153533,NULL,10747,3693,2948
153542,NULL,NULL,1296,19
153588,13364,NULL,21188,41
153597,10238,NULL,8337,152
153603,NULL,15140,10827,32440
153621,26702,NULL,10588,695
153630,NULL,10995,3471,9601
153658,NULL,15893,14547,27133
153737,NULL,10271,3059,19823
153746,13759,NULL,9649,43
153764,16143,NULL,7606,108
153773,9308,NULL,8007,97
153782,14391,NULL,8961,52
153825,18940,NULL,12634,1480
153834,23792,NULL,16779,2097
153861,15093,NULL,9413,452
153922,NULL,8175,4066,2437
153977,19941,NULL,18695,924
154004,23214,NULL,10759,1386
154013,20988,NULL,13706,1787
154022,18907,NULL,13243,73454
154059,NULL,8441,5335,3871
154095,NULL,16244,6485,11079
154101,23406,NULL,11692,1127
154110,NULL,9405,3136,6046
154129,NULL,10858,3916,2646
154156,NULL,NULL,36533,NULL
154165,10078,NULL,6591,55
154174,23515,NULL,26147,66
154208,13569,NULL,8702,203
154235,24895,NULL,18419,2518
154262,21375,NULL,15191,317
154332,15120,NULL,9052,122
154341,14902,NULL,10213,65
154350,23187,NULL,14276,1566
154378,NULL,7201,3263,3822
154396,NULL,9134,2966,2276
154448,9685,NULL,6478,207
154457,NULL,NULL,6016,47
154466,11515,NULL,7278,67
154493,21526,NULL,9677,7212
154518,20534,NULL,7199,3563
154527,22089,NULL,15457,1572
154536,NULL,NULL,8084,NULL
154545,8392,NULL,5543,66
154572,NULL,7992,3304,7540
154590,19767,NULL,9787,1460
154642,NULL,7113,1812,4095
154688,21618,NULL,11993,2264
154697,NULL,7772,3426,14434
154712,23767,NULL,12402,2193
154721,29482,NULL,1771,816
154749,25213,NULL,12678,546
154800,NULL,8887,3130,12832
154855,12131,NULL,11991,999
154907,NULL,6793,2600,2845
154925,NULL,3373,4008,2463
154934,NULL,9546,3844,2385
154952,NULL,8898,2240,4221
154998,NULL,3857,2229,2476
155007,10867,NULL,5727,712
155025,NULL,14166,7027,3964
155052,NULL,15051,5423,1638
155061,NULL,12340,6221,14422
155070,26029,NULL,17914,252
155089,18065,NULL,13100,1511
155098,NULL,5678,2642,2565
155104,NULL,5794,1790,3227
155140,NULL,3037,463,893
155159,13608,NULL,4997,93
155177,19424,NULL,12692,468
155186,NULL,6935,785,4921
155195,NULL,7580,1909,8771
155201,NULL,4528,2058,1234
155210,NULL,12746,3124,29145
155283,24989,NULL,13349,966
155292,NULL,14595,3215,8366
155308,9128,NULL,6583,194
155317,NULL,18571,12624,20934
155335,13417,NULL,8994,3762
155353,15574,NULL,8245,84
155399,NULL,18450,12018,20096
155414,25302,NULL,12671,787
155423,NULL,10942,2592,2075
155450,NULL,6408,1169,3357
155487,NULL,14125,3689,1336
155496,21285,NULL,11837,311
155511,21871,NULL,10930,750
155520,20496,NULL,12366,1657
155566,NULL,8919,3823,2858
155593,NULL,12285,3795,1241
155618,NULL,9906,1338,1046
155627,25322,NULL,13778,728
155636,NULL,NULL,990,527
155681,NULL,13910,5364,6410
155715,NULL,8545,1158,1640
155812,20798,NULL,14174,834
155830,NULL,8266,2743,1115
155858,NULL,5285,1952,2506
155900,23029,NULL,12550,2003
155937,19940,NULL,10939,737
155973,24394,NULL,9943,774
156082,NULL,13683,6660,6759
156107,NULL,13875,3386,7522
156125,NULL,14876,8655,13178
156134,16746,NULL,6760,1478
156189,13540,NULL,8647,626
156213,27111,NULL,14491,1834
156222,NULL,NULL,8005,NULL
156231,NULL,5604,2017,3529
156277,12566,NULL,11475,105
156286,23223,NULL,17793,2700
156295,1964,NULL,2571,1724
156310,12490,NULL,8290,471
156338,NULL,6065,2332,5704
156356,13106,NULL,11191,1400
156365,17872,NULL,11678,5331
156392,NULL,6502,2983,13130
156408,23053,NULL,18606,1466
156417,6749,NULL,4878,162
156426,19948,NULL,9038,323
156471,24568,NULL,10625,2866
156541,17953,NULL,9038,3874
156620,NULL,13845,6856,16155
156648,NULL,4765,2203,9902
156727,NULL,NULL,19634,NULL
156745,19186,NULL,10362,1100
156754,11317,NULL,7080,71
156790,NULL,5685,2188,4613
156842,15331,NULL,7894,238
156851,NULL,5263,1655,2039
156860,NULL,5205,2952,3683
156921,NULL,5543,2317,16497
156967,11657,NULL,6204,149
157021,20312,NULL,22932,529
157030,12365,NULL,7136,89
157058,NULL,10109,7715,2718
157076,24623,NULL,11205,836
157085,NULL,18523,12780,23361
157100,18931,NULL,9015,626
157207,NULL,NULL,5604,NULL
157216,15773,NULL,8559,2206
157289,NULL,16692,11960,17663
157298,NULL,NULL,835,NULL
157304,NULL,4757,1945,5138
157331,NULL,5664,1690,4802
157377,22128,NULL,12130,1174
157386,NULL,12759,4985,10903
157401,NULL,12242,8564,9087
157438,NULL,5455,2285,5775
157447,NULL,9244,8855,13821
157483,NULL,4330,2155,8587
157535,17585,NULL,20705,1838
157553,NULL,4966,1276,6095
157614,13389,NULL,7603,162
157650,14555,NULL,7559,187
157669,14168,NULL,7880,204
157678,14505,NULL,7324,171
157711,NULL,5203,1452,7519
157739,NULL,5230,1179,4529
157748,NULL,NULL,8798,1183
157757,23596,NULL,17049,1380
157793,37276,NULL,13618,4484
157809,17828,NULL,12762,2539
157818,24588,NULL,15271,988
157827,17151,NULL,3563,77
157863,21586,NULL,9585,1233
157951,NULL,12776,8365,21084
158088,NULL,8920,1456,3613
158246,23026,NULL,14035,271
158325,NULL,NULL,7957,334
158343,18562,NULL,14944,63
158431,NULL,10435,4625,9124
158477,25449,NULL,12393,549
158538,1643,NULL,5082,51
158617,15228,NULL,4557,1137
158644,22724,NULL,16145,90
158662,NULL,9272,4039,20393
158778,17357,NULL,5112,118
158787,10419,NULL,6316,112
158802,17123,NULL,12151,1378
158884,NULL,10516,2907,3587
159009,NULL,18915,5018,5049
159027,12365,NULL,12316,113
159197,19362,NULL,9205,1005
159328,8424,NULL,7166,141
159373,NULL,NULL,17102,1083
159382,NULL,7835,5587,4074
159391,NULL,15428,12076,26857
159407,NULL,8394,3555,3630
159416,NULL,9233,7690,3351
159513,17851,NULL,10165,221
159522,14592,NULL,11776,256
159531,12858,NULL,5707,63
159568,12789,NULL,10243,1132
159601,10869,NULL,9860,22
159647,NULL,9839,7696,12053
159656,20776,NULL,15191,2949
159717,NULL,10788,6333,7736
159939,NULL,10541,8861,8055
159948,NULL,NULL,6071,1662
159966,NULL,11266,6515,6615
159993,NULL,9361,8082,8828
160010,NULL,7880,1207,1661
160038,NULL,11049,6171,11658
160065,14368,NULL,14993,1155
160074,16226,NULL,16261,1428
160117,6766,NULL,5656,168
160126,13323,NULL,7920,42
160199,9010,NULL,7602,81
160320,19115,NULL,10879,3837
160409,32414,NULL,18761,149
160445,19535,NULL,14150,157
160472,16655,NULL,5207,48
160481,NULL,9653,2579,3027
160524,22303,NULL,10821,621
160579,NULL,7817,2878,4169
160597,9943,NULL,7394,143
160612,NULL,11910,6384,16467
160621,NULL,16579,6153,5932
160630,NULL,7097,4813,2590
160649,NULL,10964,1459,4380
160658,NULL,11228,9602,17250
160667,NULL,6827,2758,5995
160755,35132,NULL,28290,8923
160904,19569,NULL,18718,2818
160913,NULL,6522,2200,2618
160940,NULL,NULL,9287,748
160959,19480,NULL,42085,389
160977,26477,NULL,46915,1927
160995,14152,NULL,10446,387
161004,21300,NULL,31648,1967
161022,14418,NULL,11836,216
161077,NULL,9943,989,3498
161086,18553,NULL,31197,2081
161138,NULL,10418,1618,3302
161192,NULL,9094,2797,3369
161208,20510,NULL,20298,54
161217,NULL,10917,5542,5470
161226,NULL,14249,6095,1990
161235,NULL,12107,6098,2196
161244,NULL,8454,4345,980
161253,NULL,16388,11226,10265
161299,NULL,22764,19910,1030
161341,NULL,10405,4594,1846
161457,33729,NULL,23042,9449
161484,NULL,9127,1104,1092
161493,13472,NULL,8298,262
161509,30830,NULL,18081,470
161518,26405,NULL,12717,2086
161527,14802,NULL,10685,307
161545,NULL,10521,2425,8847
161554,NULL,12180,8097,7874
161563,21411,NULL,10493,1789
161572,26463,NULL,17539,744
161581,NULL,6648,4221,476
161688,NULL,10164,3242,3236
161767,NULL,15268,3696,18734
161800,16623,NULL,8202,258
161855,15618,NULL,11151,51
161864,NULL,5210,2296,5813
161873,NULL,21373,12035,3580
162007,NULL,16510,5159,5839
162061,22000,NULL,22197,493
162104,NULL,8919,4154,3067
162122,NULL,7621,5440,10265
162168,NULL,4402,4195,2839
162210,16729,NULL,14910,1537
162283,NULL,10422,2004,2879
162335,22097,NULL,7438,81
162371,16286,NULL,11880,574
162557,NULL,6973,4692,8896
162584,NULL,14656,5984,5262
162609,NULL,8267,3991,835
162654,25537,NULL,15940,1592
162681,NULL,NULL,10227,678
162690,NULL,7173,4254,5761
162706,NULL,7900,4191,8199
162760,22064,NULL,15101,1178
162779,NULL,10268,4940,13281
162830,13854,NULL,9230,97
162928,30701,NULL,26601,7934
163028,22926,NULL,11601,917
163046,39168,NULL,24622,4012
163204,NULL,13672,8834,69373
163259,NULL,NULL,17188,1147
163268,NULL,18706,9864,12722
163286,NULL,18457,14839,32369
163295,40073,NULL,29865,2025
163338,NULL,17745,4129,3138
163347,24548,NULL,7902,689
163408,16708,NULL,11013,174
163426,NULL,8585,4077,31340
163453,NULL,16991,6881,6928
163462,28060,NULL,17060,1961
163532,8451,NULL,8651,321
163541,15304,NULL,6495,729
163578,29444,NULL,17597,937
163657,NULL,9458,3616,16868
163754,16410,NULL,11172,165
163815,16717,NULL,7188,135
163851,NULL,17686,7258,8417
163912,NULL,20637,10487,1661
163976,23921,NULL,14452,464
164076,NULL,18186,6931,22004
164085,NULL,NULL,15177,NULL
164155,NULL,NULL,0,4519
164173,26099,NULL,16453,3720
164216,26718,NULL,21746,1513
164270,22302,NULL,14491,1755
164313,NULL,8421,2712,4135
164368,42801,NULL,25412,705
164438,NULL,NULL,10102,1562
164447,21848,NULL,16040,1425
164465,25208,NULL,27541,1946
164474,NULL,NULL,7861,NULL
164492,25502,NULL,15013,1213
164535,NULL,17463,11413,49
164562,29660,NULL,14911,2167
164580,35385,NULL,34365,2669
164599,NULL,NULL,24107,66
164614,22029,NULL,15009,93
164632,20485,NULL,15610,2314
164641,33019,NULL,18017,1009
164678,23301,NULL,10650,153
164720,31804,NULL,16910,2274
164739,36919,NULL,30307,4400
164748,48425,NULL,27167,7407
164775,NULL,9181,4518,2262
164845,17192,NULL,10465,243
164872,27473,NULL,25354,452
164915,NULL,NULL,15849,NULL
164924,33562,NULL,34327,10316
164988,30729,NULL,33686,22745
165015,37688,NULL,24212,3869
165024,NULL,17765,9901,10986
165033,NULL,6910,3888,10513
165060,25765,NULL,28407,265
165112,NULL,7243,3749,17830
165167,22462,NULL,12117,990
165194,NULL,9393,3805,4756
165255,15089,NULL,7898,267
165264,35549,NULL,30359,1058
165334,28455,NULL,20544,2411
165495,NULL,NULL,24986,NULL
165529,30293,NULL,19414,3013
165556,19426,NULL,8790,486
165574,31186,NULL,18069,1595
165608,NULL,19349,9296,61
165635,20193,NULL,17075,343
165644,24149,NULL,9620,730
165662,43668,NULL,30703,4121
165671,31203,NULL,16706,2203
165699,34861,NULL,16618,3675
165750,17264,NULL,11858,75
165802,24472,NULL,12757,3472
165820,NULL,16647,7303,4804
165866,NULL,19064,6790,4871
165884,13809,NULL,10586,910
165936,26369,NULL,17349,1748
165945,NULL,NULL,9972,NULL
165981,NULL,9349,5596,2575
166018,28173,NULL,22675,1304
166027,15561,NULL,33767,14340
166045,NULL,NULL,23731,109
166054,19914,NULL,11655,81
166124,35692,NULL,30557,2922
166133,NULL,7797,3303,7113
166391,26185,NULL,18927,1812
166407,NULL,NULL,18214,460
166452,32289,NULL,19361,2453
166489,49433,NULL,24364,57
166498,13612,NULL,5696,123
166513,NULL,18882,13280,16797
166629,NULL,21396,13157,26840
166638,NULL,13369,14218,15286
166647,NULL,13236,4533,7227
166656,38127,NULL,29045,4050
166674,NULL,23131,13756,2224
166683,18278,NULL,31369,4616
166692,NULL,20294,11049,1873
166708,NULL,NULL,23546,NULL
166717,NULL,NULL,30343,9
166805,15536,NULL,13423,99
166823,NULL,9024,5527,10323
166850,33230,NULL,19192,3856
166869,NULL,NULL,27971,1203
166887,NULL,4396,4243,11217
166911,29806,NULL,20377,400
166939,25937,NULL,22126,2359
166957,NULL,8385,4317,5194
167039,16932,NULL,12836,37
167057,43712,NULL,36124,436
167093,NULL,NULL,37410,NULL
167215,NULL,NULL,27542,NULL
167224,35752,NULL,20148,78
167251,23324,NULL,14288,703
167260,28980,NULL,15324,1450
167288,NULL,17914,6495,1749
167297,39045,NULL,16555,169
167312,NULL,8147,4340,8491
167358,31855,NULL,37140,18587
167376,NULL,8882,4270,7291
167394,22803,NULL,13769,1321
167455,15896,NULL,16412,459
167464,NULL,NULL,31280,NULL
167525,NULL,13897,7109,7651
167534,NULL,7915,4336,10234
167598,27670,NULL,18368,2011
167631,NULL,8944,2438,2860
167677,NULL,NULL,12640,27
167729,NULL,19265,9151,8501
167738,21906,NULL,38156,152
167783,28568,NULL,22807,1824
167792,33769,NULL,26641,432
167835,28193,NULL,24024,2627
167871,NULL,14007,4686,164
167899,28387,NULL,17210,2285
167905,NULL,8011,3145,7431
167987,NULL,19516,10480,7795
167996,34380,NULL,19674,2568
168005,30469,NULL,23975,5668
168032,19185,NULL,14501,47
168148,31485,NULL,34092,5927
168218,22247,NULL,21583,2674
168227,34369,NULL,18575,4544
168254,29941,NULL,20304,2870
168263,NULL,18131,8470,6407
168281,29053,NULL,19984,1715
168342,21239,NULL,32481,2230
168421,41390,NULL,27930,4715
168430,NULL,18580,6883,6585
